"scientific_name","title","extract","image_url","wikipedia_url","license","image_flag"
"Smicrornis brevirostris","Weebill","The weebill is a species of bird in the family Acanthizidae. It is an insectivorous passerine that is found throughout mainland Australia. At 8 to 9 cm long, it is Australia's smallest bird. It was originally described by John Gould in 1838, and four subspecies are recognised. The weebill's plumage is nondescript, with olive-grey upperparts and paler, more yellowish underparts. It grades from more brownish plumage in the southern regions of Australia to more yellow in tropical areas.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Weebill_Smicrornis_brevirostris%29_12_September_2015_Cropped.jpg/330px-Weebill_Smicrornis_brevirostris%29_12_September_2015_Cropped.jpg","https://en.wikipedia.org/wiki/Weebill","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Rhipidura rufifrons","Australian rufous fantail","The Australian rufous fantail is a small passerine bird, most commonly known also as the black-breasted rufous-fantail or rufous-fronted fantail, which can be found in Australia.","https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Rufous_Fantail.jpg/330px-Rufous_Fantail.jpg","https://en.wikipedia.org/wiki/Australian_rufous_fantail","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Dicaeum hirundinaceum","Mistletoebird","The mistletoebird, also known as the mistletoe flowerpecker, is a species of flowerpecker native to most of Australia and also to the eastern Maluku Islands of Indonesia in the Arafura Sea between Australia and New Guinea. The mistletoebird eats mainly the berries of the parasitic mistletoe and is a vector for the spread of the mistletoe's seeds through its digestive system.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Mistletoebird_-_Round_Hill_Nature_Reserve.jpg/330px-Mistletoebird_-_Round_Hill_Nature_Reserve.jpg","https://en.wikipedia.org/wiki/Mistletoebird","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Chalcites lucidus","Shining bronze cuckoo","The shining bronze cuckoo is a species of cuckoo in the family Cuculidae, found in Australia, Indonesia, New Caledonia, New Zealand, Papua New Guinea, Solomon Islands, and Vanuatu. It was formerly placed in the genus Chrysococcyx.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Shining_Bronze_Cuckoo_0772.jpg/330px-Shining_Bronze_Cuckoo_0772.jpg","https://en.wikipedia.org/wiki/Shining_bronze_cuckoo","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Taeniopygia guttata","Sunda zebra finch","The Sunda zebra finch is a species of bird in the family Estrildidae. It is found in the Lesser Sundas.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/2014-08-19_Zebra_Finch%2C_Sumba%2C_Nusa_Tenggara_Timur%2C_Indonesia_1.jpg/330px-2014-08-19_Zebra_Finch%2C_Sumba%2C_Nusa_Tenggara_Timur%2C_Indonesia_1.jpg","https://en.wikipedia.org/wiki/Sunda_zebra_finch","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Morus serrator","Australasian gannet","The Australasian gannet, also known as the Australian gannet or tākapu, is a large seabird of the booby and gannet family, Sulidae. Adults are mostly white, with black flight feathers at the wingtips and lining the trailing edge of the wing. The central tail feathers are also black. The head is tinged buff-yellow, with a pearly grey bill edged in dark grey or black, and blue-rimmed eyes. Young birds have mottled plumage in their first year, dark above and light below. The head is an intermediate mottled grey, with a dark bill. The birds gradually acquire more white in subsequent seasons until they reach maturity after five years.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Gannet_standing_in_Black_Reef_colony.jpg/330px-Gannet_standing_in_Black_Reef_colony.jpg","https://en.wikipedia.org/wiki/Australasian_gannet","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Phaps chalcoptera","Common bronzewing","The common bronzewing is a species of medium-sized, heavily built pigeon. Native to Australia and one of the country's most common pigeons, the common bronzewing is able to live in almost any habitat, with the possible exception of very barren areas and dense rainforests. Its advertising call is an extraordinary mournful whooo repeated at metronomic intervals.","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Common_Bronzewing_male_-_Patchewollock.jpg/330px-Common_Bronzewing_male_-_Patchewollock.jpg","https://en.wikipedia.org/wiki/Common_bronzewing","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Pachycephala rufiventris","Rufous whistler","The rufous whistler is a species of whistler found in New Caledonia and Australia. Predominantly a reddish-brown and grey bird, it makes up for its subdued plumage with its song-making ability. Like many other members of the Pachycephalidae, it has a variety of musical calls.","https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Pachycephala_rufiventris_male_1_-_Glen_Davis.jpg/330px-Pachycephala_rufiventris_male_1_-_Glen_Davis.jpg","https://en.wikipedia.org/wiki/Rufous_whistler","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Oriolus sagittatus","Olive-backed oriole","The olive-backed oriole, or white-bellied oriole, is a very common medium-sized passerine bird native to northern and eastern Australia and south-central New Guinea. The most wide-ranging of the Australasian orioles, it is noisy and conspicuous.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Olive-backed_Oriole_-_Crossroads_Reserve.jpg/330px-Olive-backed_Oriole_-_Crossroads_Reserve.jpg","https://en.wikipedia.org/wiki/Olive-backed_oriole","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Larus dominicanus","Kelp gull","The  kelp gull, also known as the Dominican gull, is a gull that breeds on coasts and islands through much of the Southern Hemisphere. The nominate L. d. dominicanus is the subspecies found around South America, parts of Australia, and New Zealand. L. d. vetula is a subspecies occurring around Southern Africa.","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/SouthShetland-2016-Livingston_Island_%28Hannah_Point%29%E2%80%93Kelp_gull_%28Larus_dominicanus%29.jpg/330px-SouthShetland-2016-Livingston_Island_%28Hannah_Point%29%E2%80%93Kelp_gull_%28Larus_dominicanus%29.jpg","https://en.wikipedia.org/wiki/Kelp_gull","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Bubulcus ibis","Western cattle egret","The western cattle egret is a species of heron found in the tropics, subtropics and warm temperate zones. Formerly, most taxonomic authorities lumped this species and the eastern cattle egret together, but the two cattle egrets are now treated as separate species. Despite the similarities in plumage to the egrets of the genus Egretta, it is more closely related to the herons of Ardea. Originally native to parts of Asia, Africa and Europe, it has undergone a rapid expansion in its distribution and successfully colonised much of the rest of the world in the last century.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Western_Cattle_Egret_in_Dallas_2.jpg/330px-Western_Cattle_Egret_in_Dallas_2.jpg","https://en.wikipedia.org/wiki/Western_cattle_egret","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Parvipsitta pusilla","Little lorikeet","The little lorikeet is a species of parrot in the family Psittaculidae. It is endemic to Australia. It is a small parrot, predominantly green in plumage with a red face. Its natural habitats are temperate eucalyptus forest and woodland, subtropical or tropical dry forest and subtropical or tropical moist lowland forest.","https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Little_Lorikeet_kobble.JPG/330px-Little_Lorikeet_kobble.JPG","https://en.wikipedia.org/wiki/Little_lorikeet","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Gavicalis virescens","Singing honeyeater","The singing honeyeater is a small bird found in Australia, and is part of the honeyeater family Meliphagidae. The bird lives in a wide range of shrubland, woodland, and coastal habitat. It is relatively common and is widespread right across Australia west of the Great Dividing Range, through to the west coast and on Western Australian coastal islands. It does not occur in other countries.","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Singing_Honeyeater_343_-_Patchewollock.jpg/330px-Singing_Honeyeater_343_-_Patchewollock.jpg","https://en.wikipedia.org/wiki/Singing_honeyeater","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Cincloramphus mathewsi","Rufous songlark","The rufous songlark is a species in the family Locustellidae endemic to Australia.","https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Cincloramphus_mathews_-_Bushells_Lagoon.jpg/330px-Cincloramphus_mathews_-_Bushells_Lagoon.jpg","https://en.wikipedia.org/wiki/Rufous_songlark","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Calidris acuminata","Sharp-tailed sandpiper","The sharp-tailed sandpiper is a small-medium migratory wader or shorebird, found mostly in Siberia during the summer breeding period and Australia for wintering.","https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Calidris_acuminata_-_Hexham_Swamp.jpg/330px-Calidris_acuminata_-_Hexham_Swamp.jpg","https://en.wikipedia.org/wiki/Sharp-tailed_sandpiper","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Hirundapus caudacutus","White-throated needletail","The white-throated needletail, also known as the needle-tailed swift or spine-tailed swift, is a large swift in the genus Hirundapus. It is reputed to reach speeds of up to 170 km/h in horizontal flight, but this is unverified because the methods used to measure its speed have not been published. Bourton, Jody. ""Supercharged swifts fly fastest"". BBC News. Retrieved 28 October 2017.</ref>
75 km/h is more likely, but this is still at least 100 times the bird's length per second.","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/White-throated_Needletail_0A2A6919.jpg/330px-White-throated_Needletail_0A2A6919.jpg","https://en.wikipedia.org/wiki/White-throated_needletail","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Pycnonotus jocosus","Red-whiskered bulbul","The red-whiskered bulbul, or crested bulbul, is a passerine bird native to Asia. It is a member of the bulbul family. It is a resident frugivore found mainly in tropical Asia. It has been introduced in many tropical areas of the world where populations have established themselves. It has a loud three or four note call, feeds on fruits and small insects and perches conspicuously on trees. It is common in hill forests and urban gardens.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Red-whiskered_bulbul_-_Pycnonotous_jocosus.png/330px-Red-whiskered_bulbul_-_Pycnonotous_jocosus.png","https://en.wikipedia.org/wiki/Red-whiskered_bulbul","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Nymphicus hollandicus","Cockatiel","The cockatiel, also known as the weero/weiro or quarrion, is a small-sized
parrot that is a member of its own branch of the cockatoo family endemic to Australia. They are prized as exotic household pets and companion parrots throughout the world and are relatively easy to breed compared to other parrots. As a caged bird, cockatiels are second in popularity only to the budgerigar.","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Cockatiel_3.jpg/330px-Cockatiel_3.jpg","https://en.wikipedia.org/wiki/Cockatiel","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Philemon corniculatus","Noisy friarbird","The noisy friarbird is a passerine bird of the honeyeater family Meliphagidae native to southern New Guinea and eastern Australia. It is one of several species known as friarbirds whose heads are bare of feathers. It is brown-grey in colour, with a prominent knob on its bare black-skinned head. It feeds on insects and nectar.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Philemon_corniculatus_-_Glen_Davis.jpg/330px-Philemon_corniculatus_-_Glen_Davis.jpg","https://en.wikipedia.org/wiki/Noisy_friarbird","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Stercorarius parasiticus","Parasitic jaeger","The parasitic jaeger or arctic jaeger, also known as the parasitic skua or arctic skua in Europe, is a seabird in the skua family Stercorariidae. It is a migratory species breeding in Northern Fennoscandia, Scotland, Iceland, Greenland, Northern Canada, Alaska, and Siberia and wintering across the southern hemisphere. Kleptoparasitism is a major source of food for this species during migration and winter, and is where the name is derived from.","https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Arctic_Skua_1.jpg/330px-Arctic_Skua_1.jpg","https://en.wikipedia.org/wiki/Parasitic_jaeger","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Artamus personatus","Masked woodswallow","Masked woodswallow is a species of bird in the family Artamidae.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Masked_Woodswallow_%2815993399881%29.jpg/330px-Masked_Woodswallow_%2815993399881%29.jpg","https://en.wikipedia.org/wiki/Masked_woodswallow","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Lichenostomus melanops","Yellow-tufted honeyeater","The yellow-tufted honeyeater is a passerine bird found in the south-east ranges of Australia. A predominantly black and yellow honeyeater, it is split into four subspecies.","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Lichenostomus_melanops_-_Glen_Davis.jpg/330px-Lichenostomus_melanops_-_Glen_Davis.jpg","https://en.wikipedia.org/wiki/Yellow-tufted_honeyeater","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Strepera versicolor","Grey currawong","The grey currawong is a large passerine bird native to southern Australia, including Tasmania. One of three currawong species in the genus Strepera, it is closely related to the butcherbirds and Australian magpie of the family Artamidae. It is a large crow-like bird, around 48 cm (19 in) long on average; with yellow irises, a heavy bill, dark plumage with white undertail and wing patches. The male and female are similar in appearance. Six subspecies are recognised and are distinguished by overall plumage colour, which ranges from slate-grey for the nominate from New South Wales and eastern Victoria and subspecies plumbea from Western Australia, to sooty black for the clinking currawong of Tasmania and subspecies halmaturina from Kangaroo Island. All grey currawongs have a loud distinctive ringing or clinking call.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Grey_Currawong_Perup_8Nov21_%2817%29.jpg/330px-Grey_Currawong_Perup_8Nov21_%2817%29.jpg","https://en.wikipedia.org/wiki/Grey_currawong","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Artamus superciliosus","White-browed woodswallow","The white-browed woodswallow is a medium-sized (~19 cm) passerine bird endemic to Australia. The white-browed woodswallow has very distinctive plumage consisting of white brow over a black head with the upper body being a deep blue-grey and with a chestnut under body. The females are paler then the males. The white-browed woodswallow has a bifurcated (divided) tongue like most woodswallows.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Artamus_superciliosus_male_2_-_Bushells_Lagoon.jpg/330px-Artamus_superciliosus_male_2_-_Bushells_Lagoon.jpg","https://en.wikipedia.org/wiki/White-browed_woodswallow","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Acanthiza nana","Yellow thornbill","The yellow thornbill, formerly known as the little thornbill, is a tiny passerine bird endemic to the eastern coast of Australia. While currently listed as Least Concern by the IUCN, the general consensus is that the population is decreasing.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Acanthiza_nana_-_Wianamatta_Reserve.jpg/330px-Acanthiza_nana_-_Wianamatta_Reserve.jpg","https://en.wikipedia.org/wiki/Yellow_thornbill","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Eopsaltria australis","Eastern yellow robin","The eastern yellow robin is an Australasian robin of coastal and sub-coastal eastern Australia. The extent of the eastern yellow robin's residence is from the extreme southeast corner of South Australia through most of Victoria and the western half of New South Wales and north as far as Cooktown. Tropical Northern Queensland birds are mainly restricted to the warm heights of the Great Dividing Range.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Eopsaltria_australis_-_Mogo_Campground.jpg/330px-Eopsaltria_australis_-_Mogo_Campground.jpg","https://en.wikipedia.org/wiki/Eastern_yellow_robin","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Hydroprogne caspia","Caspian tern","The Caspian tern is the world's largest species of tern, with a subcosmopolitan but scattered distribution. Despite its extensive range, it is monotypic of its genus, and has no accepted subspecies. The genus name is from Ancient Greek hudro-, ""water-"", and Latin progne, ""swallow"". The specific caspia is from Latin and, like the English name, refers to the Caspian Sea.","https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Sterna-caspia-010.jpg/330px-Sterna-caspia-010.jpg","https://en.wikipedia.org/wiki/Caspian_tern","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Biziura lobata","Musk duck","The musk duck is a highly aquatic, stiff-tailed duck native to southern Australia. It is the only living member of the genus Biziura. An extinct relative, the New Zealand musk duck or de Lautour's duck, once occurred on New Zealand, but is only known from prehistoric subfossil bones. It was about 8% longer than the living species, with a particularly large head.","https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Musk_Duck_%2821128221230%29.jpg/330px-Musk_Duck_%2821128221230%29.jpg","https://en.wikipedia.org/wiki/Musk_duck","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Chalcites osculans","Black-eared cuckoo","The black-eared cuckoo is a species of cuckoo in the family Cuculidae.
Found across Australia, it migrates to eastern Indonesia and southern New Guinea. They are usually observed by themselves or in a pair as they don't raise their own young, rather they leave eggs in another species nest to be raised by host. This species was formerly placed in the genus Chrysococcyx.","https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Chrysococcyx_osculans_-_Glen_Davis.jpg/330px-Chrysococcyx_osculans_-_Glen_Davis.jpg","https://en.wikipedia.org/wiki/Black-eared_cuckoo","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Anseranas semipalmata","Magpie goose","The magpie goose is the sole living representative species of the family Anseranatidae. This common waterbird is found in northern Australia and southern New Guinea. As the species is prone to wandering, especially when not breeding, it is sometimes recorded outside its core range. The species was once also widespread in southern Australia but disappeared from there largely due to the drainage of the wetlands where the birds once bred. Due to their importance to Aboriginal people as a seasonal food source, as subjects of recreational hunting, and as a tourist attraction, their expansive and stable presence in northern Australia has been ""ensured [by] protective management"".","https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Magpie_Goose_-_East_Point.jpg/330px-Magpie_Goose_-_East_Point.jpg","https://en.wikipedia.org/wiki/Magpie_goose","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Phalacrocorax fuscescens","Black-faced cormorant","The black-faced cormorant, also known as the black-faced shag, is a medium-sized member of the cormorant family. Upperparts, including facial skin and bill, are black, with white underparts. It is endemic to coastal regions of southern Australia.","https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Phalacrocorax_fuscescens_-_Derwent_River_Estuary.jpg/330px-Phalacrocorax_fuscescens_-_Derwent_River_Estuary.jpg","https://en.wikipedia.org/wiki/Black-faced_cormorant","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Haliastur sphenurus","Whistling kite","The whistling kite is a medium-sized diurnal raptor found throughout Australia, New Caledonia and much of New Guinea. Also called the whistling eagle or whistling hawk, it is named for its loud whistling call, which it often gives in flight. Some authorities put this species in the genus Milvus, despite marked differences in behaviour, voice and plumage between this species and other members of that genus.","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Haliastur_sphenurus_2_-_Pitt_Town.jpg/330px-Haliastur_sphenurus_2_-_Pitt_Town.jpg","https://en.wikipedia.org/wiki/Whistling_kite","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
"Trichoglossus chlorolepidotus","Scaly-breasted lorikeet","The scaly-breasted lorikeet is an Australian lorikeet found in woodland in eastern Australia. The common name aptly describes this bird, which has yellow breast feathers broadly edged with green that look like scales.","https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Scaly-breasted_Lorikeet_0A2A0646.jpg/330px-Scaly-breasted_Lorikeet_0A2A0646.jpg","https://en.wikipedia.org/wiki/Scaly-breasted_lorikeet","CC BY-SA 4.0 (Wikipedia/Wikimedia Commons)","available"
